VideoGameID,Title,Publisher,Year,Availability,Inventory,Genre,Rank
V0804,Kinect: Disneyland Adventures,Microsoft Studios,2011,Available,7,Adventure,702
V0805,Pro Evolution Soccer 2011,Konami,2010,Available,12,Action/Adventure,703
V0806,ATV Offroad Fury,Sony Computer Entertainment,2001,Available,10,Action/Adventure,704
V0807,Pokemon Colosseum,Nintendo,2004,Available,14,RPG,705
V0809,Halo: Combat Evolved Anniversary,Microsoft Studios,2011,Available,7,Action/Adventure,706
V0810,Need for Speed: ProStreet,Electronic Arts,2007,Available,8,Racing,707
V0811,Tetris Plus,Jaleco,1996,Available,4,Puzzle,708
V0812,Forza Motorsport 5,Microsoft Studios,2013,Available,4,Racing,709
V0814,Command & Conquer: Tiberian Sun,Westwood Studios,1999,Available,5,Action/Adventure,710
V0815,Dino Crisis,Capcom,1999,Available,13,Action/Adventure,711
V0816,Final Fantasy V,Square,1992,Available,4,RPG,712
V0817,Monster Hunter Freedom 2,Capcom,2007,Available,4,Action/Adventure,713
V0818,Pro Wrestling,Nintendo,1987,Available,9,Action/Adventure,714
V0819,Theme Hospital,Electronic Arts,1997,Available,14,Action/Adventure,715
V0820,God of War: Ascension,Sony Computer Entertainment,2013,Available,12,Action/Adventure,2
V0822,Batman: Arkham Origins,Warner Bros. Interactive Entertainment,2013,Available,3,Action/Adventure,716
V0823,Frogger's Adventures: Temple of the Frog,Konami,2001,Available,12,Adventure,717
V0824,Zumba Fitness,Majesco,2010,Available,3,Action/Adventure,718
V0825,Mario & Sonic at the London 2012 Olympic Games,Sega,2011,Available,10,Platformer/Racing,719
V0826,Monopoly,Hasbro Interactive,1995,Available,9,Action/Adventure,720
V0827,Mortal Kombat II (US & Others sales),Acclaim Entertainment,1994,Available,10,Fighting,721
V0828,Guitar Hero,RedOctane,2005,Available,9,Action/Adventure,722
V0830,WCW/nWo Revenge,THQ,1998,Available,11,Action/Adventure,723
V0831,Ratchet & Clank (2016),Sony Interactive Entertainment,2016,Available,7,Action/Adventure,724
V0832,Yu-Gi-Oh! The Duelists of the Roses,Konami,2003,Available,2,Action/Adventure,725
V0834,The Incredibles,THQ,2004,Available,14,Action/Adventure,726
V0835,Tony Hawk's Underground 2,Activision,2004,Available,8,Action/Adventure,727
V0837,Uncharted: The Lost Legacy,Sony Interactive Entertainment,2017,Available,15,Adventure,728
V0838,Sonic's Ultimate Genesis Collection,Sega,2009,Available,14,Action/Adventure,729
V0839,Sleeping Dogs,Square Enix,2012,Available,12,Action/Adventure,730
V0840,Kirby's Dream Land 2,Nintendo,1995,Available,8,Action/Adventure,731
V0841,Pokemon Mystery Dungeon: Red Rescue Team,Nintendo,2006,Available,1,RPG,732
V0843,Donkey Kong Land 2,Nintendo,1996,Available,3,Action/Adventure,733
V0844,Dragon Quest Monsters,Eidos Interactive,1999,Available,15,Action/Adventure,734
V0845,Pokemon Ranger: Shadows of Almia,Nintendo,2008,Available,8,RPG,735
V0846,Tekken 7,Namco Bandai Games,2017,Available,9,Fighting,736
V0847,WarioWare: Smooth Moves,Nintendo,2007,Available,2,Action/Adventure,737
V0849,Lego Marvel Super Heroes,Warner Bros. Interactive Entertainment,2013,Available,2,Action/Adventure,738
V0850,WWE SmackDown vs Raw 2008,THQ,2007,Available,2,Action/Adventure,739
V0851,Dragon Age: Inquisition,Electronic Arts,2014,Available,1,Action/Adventure,740
V0852,Kinect Sports: Season Two,Microsoft Studios,2011,Available,7,Sports,741
V0853,Madden NFL 25,EA Sports,2013,Available,2,Sports,742
V0854,Art Academy,Nintendo,2010,Available,14,Action/Adventure,743
V0855,My Fitness Coach,Ubisoft,2008,Available,7,Action/Adventure,744
V0857,Mario Super Sluggers,Nintendo,2008,Available,6,Platformer/Racing,745
V0858,Mario Tennis,Nintendo,2000,Available,9,Platformer/Racing,746
V0859,Yokai Watch Blasters: Red Cat Corps / White Dog Squad,Nintendo,2018,Available,14,Action/Adventure,747
V0860,Grand Theft Auto,Take-Two Interactive,1998,Available,15,Action/Adventure,748
V0861,James Bond 007: Everything or Nothing,Electronic Arts,2004,Available,1,Action/Adventure,749
V0862,Mafia II,2K Games,2010,Available,8,Action/Adventure,750
V0863,Need for Speed: High Stakes,Electronic Arts,1999,Available,3,Racing,751
V0864,Mario Paint,Nintendo,1992,Available,2,Platformer/Racing,752
V0867,Cool Boarders 3,989 Studios,1998,Available,2,Action/Adventure,753
V0869,"Papers, Please",3909 LLC,2013,Available,9,Action/Adventure,754
V0870,Chrono Trigger,Square,1995,Available,9,Action/Adventure,755
V0872,Resident Evil 4,Capcom,2005,Available,14,Action/Adventure,756
V0873,Tabletop Simulator,Berserk Games,2015,Available,11,Simulation,757
V0878,Pro Evolution Soccer 2010,Konami,2009,Available,12,Action/Adventure,758
V0879,Fire Emblem: Awakening,Nintendo,2013,Available,1,Action/Adventure,759
V0880,Mario Bros.,Nintendo,1986,Available,4,Platformer/Racing,760
V0881,Darksiders: Warmastered Edition,THQ Nordic,2016,Available,3,Action/Adventure,761
V0883,Star Wars Battlefront II (US sales),LucasArts,2005,Available,7,Action/Adventure,762
V0884,Golf With Your Friends,Team 17,2016,Available,3,Action/Adventure,763
V0885,Animal Crossing,Nintendo,2002,Available,1,Simulation,764
V0886,Classic NES Series: Super Mario Bros.,Nintendo,2004,Available,12,Platformer/Racing,765
V0887,Kirby Squeak Squad,Nintendo,2006,Available,14,Action/Adventure,766
V0890,No Man's Sky,Hello Games,2016,Available,4,Action/Adventure,767
V0891,Cool Boarders 2,Sony Computer Entertainment,1997,Available,12,Action/Adventure,768
V0892,Battlefield 2,Electronic Arts,2005,Available,5,Shooter,769
V0893,Donkey Kong Country: Tropical Freeze,Nintendo,2018,Available,8,Action/Adventure,770
V0894,Dynasty Warriors 4,KOEI,2003,Available,12,Action/Adventure,771
V0896,Just Dance Kids,Ubisoft,2010,Available,3,Action/Adventure,772
V0897,Madden NFL 15,EA Sports,2014,Available,6,Sports,773
V0900,Sonic Advance,Sega,2002,Available,7,Action/Adventure,774
V0901,Super Mario All-Stars: Limited Edition,Nintendo,2010,Available,7,Platformer/Racing,775
V0902,Spyro: Season of Ice,Vivendi Games,2001,Available,14,Action/Adventure,23
V0903,Air Combat,Namco,1995,Available,15,Action/Adventure,776
V0904,Mario Party 10,Nintendo,2015,Available,13,Platformer/Racing,777
V0905,Teenage Mutant Ninja Turtles II: The Arcade Game,Ultra Games,1990,Available,12,Action/Adventure,778
V0906,Dance Dance Revolution X2,Konami,2009,Available,4,Action/Adventure,779
V0907,Battlefield V,Electronic Arts,2018,Available,15,Shooter,780
V0908,Prince of Persia: The Sands of Time,Ubisoft,2003,Available,8,Action/Adventure,781
V0911,The Legend of Zelda: Link's Awakening DX,Nintendo,1998,Available,14,Adventure,782
V0913,Darkest Dungeon,Red Hook Studios,2016,Available,6,Action/Adventure,783
V0914,Madden NFL 19,EA Sports,2018,Available,6,Sports,784
V0915,ARMS,Nintendo,2017,Available,4,Action/Adventure,785
V0920,Rock Band 2,MTV Games,2008,Available,3,Action/Adventure,786
V0921,Baldur's Gate,Interplay,1998,Available,10,Action/Adventure,787
V0922,NieR: Automata,Square Enix,2017,Available,2,Action/Adventure,788
V0923,R.B.I. Baseball,Tengen,1988,Available,3,Action/Adventure,789
V0924,Wario Land 3,Nintendo,2000,Available,8,Action/Adventure,790
V0925,Wario Land 4,Nintendo,2001,Available,8,Action/Adventure,791
V0926,BioShock 2,2K Games,2010,Available,5,Action/Adventure,792
V0927,High School Musical: Makin' the Cut!,Disney Interactive Studios,2007,Available,2,Action/Adventure,793
V0929,Skylanders SWAP Force,Activision,2013,Available,7,Action/Adventure,794
V0931,Star Wars: Knights of the Old Republic,LucasArts,2003,Available,12,Action/Adventure,795
V0933,Kirby's Pinball Land,Nintendo,1993,Available,9,Sports,796
V0934,Yokai Watch 3: Sushi / Tempura / Sukiyaki,Level 5,2016,Available,3,Action/Adventure,797
V0935,Pro Evolution Soccer 2012,Konami,2011,Available,6,Action/Adventure,798
V0936,Need for Speed: Payback,Electronic Arts,2017,Available,8,Racing,799
V0937,Yu-Gi-Oh: Duel Monsters 4,Konami,2000,Available,2,Action/Adventure,800
V0938,ATV Offroad Fury 2,Sony Computer Entertainment,2002,Available,5,Action/Adventure,801
V0939,Destiny: The Taken King,Activision,2015,Available,7,Action/Adventure,802
V0940,Spyro Reignited Trilogy,Activision,2018,Available,3,Action/Adventure,803
V0941,Mario Party 5,Nintendo,2003,Available,1,Platformer/Racing,804
V0942,Star Wars: Rogue Squadron,LucasArts,1998,Available,10,Action/Adventure,805
V0943,Tennis,Nintendo,1985,Available,2,Action/Adventure,806
V0944,Scribblenauts,Warner Bros. Interactive,2009,Available,12,Action/Adventure,807
V0945,PlayerUnknown's Battlegrounds,Microsoft Studios,2017,Available,13,Action/Adventure,808
V0946,Need for Speed Rivals,Electronic Arts,2013,Available,9,Racing,809
V0947,PlayStation VR Worlds,Sony Interactive Entertainment,2016,Available,1,Action/Adventure,810
V0948,Devil May Cry,Capcom,2001,Available,10,Action/Adventure,811
V0949,Dragon Ball: Xenoverse,Namco Bandai Games,2015,Available,1,Action/Adventure,812
V0950,The Sims: House Party,Maxis,2001,Available,15,Simulation,813
V0951,Your Shape featuring Jenny McCarthy,Ubisoft,2009,Available,8,Action/Adventure,814
V0952,Syphon Filter 2,989 Studios,2000,Available,12,Action/Adventure,815
V0953,Battlefield: Hardline,Electronic Arts,2015,Available,3,Shooter,816
V0954,How to Survive 2,Unknown,2016,Available,14,Action/Adventure,817
V0955,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Level 5,2010,Available,13,Action/Adventure,818
V0956,Mario & Luigi: Superstar Saga,Nintendo,2003,Available,10,Platformer/Racing,819
V0957,Volleyball,Nintendo,1987,Available,15,Action/Adventure,820
V0958,Banished,Falcom,2014,Available,14,Action/Adventure,821
V0959,Mahjong,Nintendo,1983,Available,12,Action/Adventure,822
V0961,R.C. Pro-Am,Nintendo,1988,Available,1,Action/Adventure,823
V0962,SimCity 2000,Maxis,1993,Available,6,Simulation,824
V0963,Super Mario RPG: Legend of the Seven Stars,Nintendo,1996,Available,5,Platformer/Racing,825
V0964,Call of Duty: Roads to Victory,Activision,2007,Available,10,Shooter,826
V0965,Demon Attack,Imagic,1982,Available,3,Action/Adventure,827
V0966,Dance Dance Revolution Extreme,Konami,2004,Available,6,Action/Adventure,828
V0970,Project Gotham Racing,Microsoft,2001,Available,15,Racing,829
V0972,NBA 2K11,2K Sports,2010,Available,5,Sports,830
V0975,Need for Speed: Hot Pursuit 2,Electronic Arts,2002,Available,10,Racing,831
V0976,Project Gotham Racing (JP weekly sales),Microsoft,2002,Available,3,Racing,832
V0977,Scooby-Doo! Night of 100 Frights,THQ,2002,Available,2,Action/Adventure,833
V0978,Killzone: Shadow Fall,Sony Computer Entertainment,2013,Available,9,Action/Adventure,834
V0979,Kirby: Nightmare in Dream Land,Nintendo,2002,Available,6,Action/Adventure,835
V0980,Onimusha 2: Samurai's Destiny,Capcom,2002,Available,11,Action/Adventure,836
V0982,Need for Speed: Most Wanted 5-1-0,Electronic Arts,2005,Available,10,Racing,837
V0983,Derby Stallion,ASCII Entertainment,1997,Available,2,Action/Adventure,838
V0984,Just Dance 2015,Ubisoft,2014,Available,5,Action/Adventure,839
V0988,Total War: WARHAMMER,Sega,2016,Available,11,Action/Adventure,840
V0989,Tetris Worlds,THQ,2002,Available,10,Puzzle,841
V0990,Sim Theme Park,Electronic Arts,1999,Available,8,Simulation,842
V0993,Mario Party 7,Nintendo,2005,Available,4,Platformer/Racing,843
V0994,Wipeout: The Game,Activision,2010,Available,11,Action/Adventure,844
V0995,Metal Gear Solid: Peace Walker,Konami,2010,Available,1,Action/Adventure,845
V0996,Spec Ops: Airborne Commando,Gotham Games,2002,Available,7,Action/Adventure,846
V0997,Dance Dance Revolution: Hottest Party,Konami,2007,Available,10,Action/Adventure,847
V0998,The Sims 2: Pets,Electronic Arts,2006,Available,4,Simulation,14
V1000,UFC 2009 Undisputed,THQ,2009,Available,7,Action/Adventure,848
V1001,Yu-Gi-Oh! The Eternal Duelist Soul,Konami,2002,Available,9,Action/Adventure,849
V1002,LittleBigPlanet 3,Sony Computer Entertainment,2014,Available,12,Action/Adventure,850
V1003,Professor Layton and the Last Specter,Nintendo,2011,Available,7,Action/Adventure,851
V1005,Call of Duty 2,Activision,2005,Available,9,Shooter,852
V1007,Toy Story 3: The Video Game,Disney Interactive Studios,2010,Available,11,Action/Adventure,853
V1008,R4: Ridge Racer Type 4,Namco,1999,Available,10,Action/Adventure,9
V1009,Tom Clancy's Splinter Cell: Conviction,Ubisoft,2010,Available,10,Action/Adventure,854
V1010,Need for Speed: Undercover,Electronic Arts,2008,Available,11,Racing,855
V1012,The Elder Scrolls Online: Tamriel Unlimited,Bethesda Softworks,2015,Available,15,RPG,856
V1013,Mortal Kombat vs DC Universe,Midway Games,2008,Available,2,Fighting,857
V1014,NBA Jam,Arena Entertainment,1993,Available,12,Sports,858
V1015,Famista '89 - Kaimaku Han!!,Namco,1989,Available,3,Action/Adventure,859
V1016,Dark Souls,Namco Bandai,2011,Available,10,Action/Adventure,860
V1017,Middle-Earth: Shadow of War,Warner Bros. Interactive Entertainment,2017,Available,6,Action/Adventure,861
V1018,SOCOM: U.S. Navy SEALs: Combined Assault,Sony Computer Entertainment,2006,Available,13,Action/Adventure,862
V1022,Peter Jackson's King Kong: The Official Game of the Movie,Ubisoft,2005,Available,12,Action/Adventure,863
V1023,Dead or Alive 3,Tecmo,2001,Available,15,Action/Adventure,864
V1024,PGR4 - Project Gotham Racing 4,Microsoft Game Studios,2007,Available,12,Racing,865
V1025,Dance Central 2,Microsoft,2011,Available,9,Action/Adventure,866
V1026,Dragon Quest XI: Echoes of an Elusive Age,Square Enix,2018,Available,11,Action/Adventure,867
V1029,1080?ø: TenEighty Snowboarding,Nintendo,1998,Available,1,Action/Adventure,868
V1030,Mario Hoops 3 on 3,Nintendo,2006,Available,9,Platformer/Racing,869
V1031,Serious Sam 3: BFE,Devolver Digital,2011,Available,11,Action/Adventure,870
V1032,Rayman Raving Rabbids: TV Party,Ubisoft,2008,Available,5,Action/Adventure,871
V1033,NBA Live 2004,EA Sports,2003,Available,3,Sports,872
V1035,Onimusha: Warlords,Capcom,2001,Available,2,Action/Adventure,873
V1037,Rocket League,505 Games,2016,Available,3,Action/Adventure,874
V1040,Need for Speed: The Run,Electronic Arts,2011,Available,2,Racing,875
V1042,Dragon Ball FighterZ,Namco Bandai Games,2018,Available,12,Action/Adventure,876
V1043,Stick Fight: The Game,Unknown,2017,Available,1,Action/Adventure,877
V1044,Plague Inc: Evolved,Ndemic Creations,2016,Available,10,Action/Adventure,878
V1045,Dead Space,Electronic Arts,2008,Available,2,Action/Adventure,879
V1046,Baldur's Gate II: Shadows of Amn,Interplay,2000,Available,1,Action/Adventure,880
V1047,Bloodborne,Sony Computer Entertainment,2015,Available,3,Action/Adventure,881
V1048,Deca Sports,Hudson Soft,2008,Available,3,Sports,882
V1049,Diablo II: Lord of Destruction,Blizzard Entertainment,2001,Available,15,Action/Adventure,883
V1050,Dragon Ball Z: Budokai Tenkaichi,Atari,2005,Available,2,Action/Adventure,884
V1051,Dragon Quest Monsters: Joker 2,Nintendo,2011,Available,3,Action/Adventure,885
V1052,Dragon Warrior,Nintendo,1989,Available,6,Action/Adventure,886
V1053,Driveclub,Sony Computer Entertainment,2014,Available,15,Action/Adventure,887
V1054,inFAMOUS,Sony Computer Entertainment,2009,Available,1,Action/Adventure,888
V1055,Nioh,Sony Interactive Entertainment,2017,Available,8,Action/Adventure,889
V1056,Planet Coaster,Frontier Developments,2016,Available,3,Action/Adventure,890
V1058,Saints Row,THQ,2006,Available,11,Action/Adventure,891
V1059,SimCity (2013),Electronic Arts,2013,Available,15,Simulation,892
V1060,Star Wars: The Old Republic,Electronic Arts,2011,Available,11,Action/Adventure,893
V1061,Super Street Fighter II,Capcom,1994,Available,13,Fighting,894
V1062,Surgeon Simulator,Bossa Studios,2013,Available,3,Simulation,895
V1063,Trials HD,Microsoft,2009,Available,9,Action/Adventure,896
V1064,Yoshi's New Island,Nintendo,2014,Available,7,Action/Adventure,897
V1065,Your Shape: Fitness Evolved,Ubisoft,2010,Available,10,Action/Adventure,898
V1066,TouchMaster,Midway Games,2007,Available,13,Action/Adventure,899
V1068,Tenchu: Stealth Assassins,Activision,1998,Available,5,Action/Adventure,900
V1069,LEGO City Undercover: The Chase Begins,Nintendo,2013,Available,12,Action/Adventure,901
V1072,Just Cause 3,Square Enix,2015,Available,12,Action/Adventure,902
V1074,Mario Sports Mix,Nintendo,2011,Available,2,Platformer/Racing,903
V1075,SimCity,Nintendo,1991,Available,12,Simulation,904
V1077,Spyro: Enter the Dragonfly,VU Games,2002,Available,8,Action/Adventure,905
V1079,Stellaris,Paradox Interactive,2016,Available,6,Action/Adventure,906
V1080,E.T.: The Extra Terrestrial,Atari,1982,Available,13,Action/Adventure,907
V1081,Dishonored 2,Bethesda Softworks,2016,Available,1,Action/Adventure,908
V1082,Hot Shots Golf: Open Tee,Sony Computer Entertainment,2005,Available,1,Action/Adventure,909
V1083,Inazuma Eleven 2: Blizzard / Firestorm,Level 5,2009,Available,14,Action/Adventure,910
V1084,Naruto Shippuden: Ultimate Ninja Storm 4,Namco Bandai Games,2016,Available,7,Action/Adventure,911
V1085,Rad Racer,Nintendo,1987,Available,3,Action/Adventure,912
V1086,Soccer,Nintendo,1987,Available,3,Action/Adventure,913
V1088,Tom Clancy's Rainbow Six: Vegas,Ubisoft,2006,Available,2,Action/Adventure,914
V1089,Crash Nitro Kart,VU Games,2003,Available,8,Platformer/Racing,915
V1091,Pokemon Battle Revolution,Nintendo,2007,Available,15,RPG,916
V1092,Star Wars: Dark Forces,LucasArts,1995,Available,12,Action/Adventure,917
V1094,Burnout Paradise,Electronic Arts,2008,Available,1,Action/Adventure,918
V1095,NBA Street Vol. 2,EA Sports BIG,2003,Available,13,Sports,919
V1096,Forza Horizon,Microsoft Studios,2012,Available,1,Racing,920
V1098,Def Jam Vendetta,EA Sports BIG,2003,Available,5,Action/Adventure,921
V1099,Who Wants to be a Millionaire,Disney Interactive Studios,1999,Available,5,Action/Adventure,922
V1100,Alleyway,Nintendo,1989,Available,5,Action/Adventure,923
V1101,Scooby Doo and the Cyber Chase,THQ,2001,Available,3,Action/Adventure,924
V1104,Jet Moto 2,Sony Computer Entertainment,1997,Available,3,Action/Adventure,925
V1105,Tom Clancy's Ghost Recon,Ubisoft,2002,Available,5,Action/Adventure,926
V1106,X-Men Legends,Activision,2004,Available,5,Action/Adventure,927
V1107,Mortal Kombat II,Acclaim Entertainment,1994,Available,8,Fighting,928
V1108,Virtua Fighter 2,Sega,1996,Available,9,Action/Adventure,929
V1109,The Legend of Zelda: Oracle of Ages,Nintendo,2001,Available,7,Adventure,930
V1111,Red Faction,THQ,2001,Available,10,Action/Adventure,931
V1112,The Sims: Makin' Magic,Electronic Arts,2003,Available,13,Simulation,932
V1113,MX Unleashed,THQ,2004,Available,12,Action/Adventure,933
V1114,PaRappa The Rapper,Sony Computer Entertainment,1997,Available,12,Action/Adventure,934
V1117,Postal 2,Whiptail Interactive,2003,Available,10,Action/Adventure,935
V1119,Mario Party 3,Nintendo,2001,Available,2,Platformer/Racing,936
V1120,Paper Mario: The Thousand-Year Door,Nintendo,2004,Available,10,Platformer/Racing,937
V1122,Star Wars Rogue Leader: Rogue Squadron II,LucasArts,2001,Available,13,Action/Adventure,938
V1124,Dissidia: Final Fantasy,Square Enix,2009,Available,2,RPG,939
V1125,Dragon Quest Monsters: Joker,Square Enix,2007,Available,8,Action/Adventure,940
V1126,Monster Hunter Tri,Capcom,2010,Available,1,Action/Adventure,941
V1127,Parasite Eve,Square EA,1998,Available,15,Action/Adventure,942
V1129,Until Dawn,Sony Computer Entertainment,2015,Available,6,Action/Adventure,943
V1132,Ratchet & Clank Future: A Crack in Time,Sony Computer Entertainment,2009,Available,10,Action/Adventure,944
V1134,Toy Story Mania!,Disney Interactive Studios,2009,Available,15,Action/Adventure,945
V1135,Game Party 2,Midway Games,2008,Available,9,Action/Adventure,946
V1136,Tetris DX,Nintendo,1998,Available,4,Puzzle,947
V1137,Yu-Gi-Oh! Forbidden Memories,Konami,2002,Available,15,Action/Adventure,948
V1138,Mortal Kombat: Deception,Midway Games,2004,Available,13,Fighting,949
V1139,Hot Shots Golf 2,Sony Computer Entertainment,2000,Available,2,Action/Adventure,950
V1140,Medal of Honor: European Assault (All Region sales),Electronic Arts,2005,Available,15,Action/Adventure,951
V1141,WCW Nitro,THQ,1998,Available,7,Action/Adventure,952
V1142,The Long Dark,Hinterland Studio Inc.,2017,Available,6,Action/Adventure,953
V1143,High School Musical: Sing It!,Disney Interactive Studios,2007,Available,7,Action/Adventure,954
V1144,FIFA 2000,EA Sports,1999,Available,12,Sports,955
V1145,inFAMOUS 2,Sony Computer Entertainment,2011,Available,15,Action/Adventure,956
V1147,The Legend of Zelda: Oracle of Seasons,Nintendo,2001,Available,1,Adventure,957
V1148,Broforce,Devolver Digital,2014,Available,13,Action/Adventure,958
V1150,Shrek 2,Activision,2004,Available,14,Action/Adventure,959
V1151,Sonic Classic Collection,Sega,2010,Available,8,Action/Adventure,960
V1152,The Legend of Dragoon,Sony Computer Entertainment,2000,Available,1,Action/Adventure,961
V1153,Turok 2: Seeds of Evil,Acclaim Entertainment,1998,Available,6,Action/Adventure,962
V1154,The Evil Within,Bethesda Softworks,2014,Available,6,Action/Adventure,963
V1155,SingStar,Sony Computer Entertainment,2004,Available,2,Action/Adventure,964
V1156,Max Payne 3,Rockstar Games,2012,Available,1,Action/Adventure,965
V1157,NBA Live 2002,EA Sports,2001,Available,15,Sports,966
V1158,Jak 3,Sony Computer Entertainment,2004,Available,4,Action/Adventure,967
V1160,Kirby's Epic Yarn,Nintendo,2010,Available,14,Action/Adventure,968
V1161,Pinball,Nintendo,1985,Available,9,Sports,969
V1162,Phineas and Ferb,Disney Interactive Studios,2009,Available,3,Action/Adventure,970
V1163,Gran Turismo Concept 2001 Tokyo,Unknown,2002,Available,9,Action/Adventure,971
V1164,Forza Horizon 4,Microsoft Studios,2018,Available,4,Racing,972
V1165,NCAA Football 06,EA Sports,2005,Available,7,Action/Adventure,973
V1166,Rayman Raving Rabbids 2,Ubisoft,2007,Available,10,Action/Adventure,974
V1168,2 Games in 1: Sonic Advance & ChuChu Rocket!,THQ,2005,Available,4,Action/Adventure,975
V1169,Jet Moto,Sony Computer Entertainment,1996,Available,3,Action/Adventure,976
V1170,"Hey You, Pikachu!",Nintendo,2000,Available,13,Action/Adventure,977
V1171,Sonic Mega Collection Plus,Sega,2004,Available,12,Action/Adventure,978
V1173,Risk of Rain,"Infocom, Inc.",2013,Available,3,Action/Adventure,979
V1174,Dragon Quest XI,Square Enix,2017,Available,6,Action/Adventure,980
V1176,Sonic & Knuckles,Sega,1994,Available,12,Action/Adventure,981
V1177,Star Fox Adventures,Nintendo,2002,Available,10,Adventure,982
V1178,Wolfenstein: The New Order,Bethesda Softworks,2014,Available,8,Action/Adventure,983
V1181,The Sims: Hot Date,Electronic Arts,2001,Available,2,Simulation,984
V1182,The Orange Box,Electronic Arts,2007,Available,2,Action/Adventure,985
V1183,DDRMAX2: Dance Dance Revolution,Konami,2003,Available,12,Action/Adventure,986
V1186,Sly 2: Band of Thieves,Sony Computer Entertainment,2004,Available,3,Action/Adventure,987
V1187,Alan Wake,Remedy Entertainment,2012,Available,7,Action/Adventure,988
V1189,Ace Combat 5: The Unsung War,Namco,2004,Available,1,Action/Adventure,989
V1191,Sonic Advance 2,Sega,2003,Available,10,Action/Adventure,990
V1192,Dead Rising,Capcom,2006,Available,6,Action/Adventure,991
V1194,Kingdom Hearts HD I.5 + II.5 ReMIX,Square Enix,2017,Available,7,Action/Adventure,992
V1195,Monster Hunter Double Cross,Capcom,2017,Available,2,Action/Adventure,993
V1196,Namco Museum DS,Namco Bandai,2007,Available,15,Action/Adventure,994
V1197,Secret of Mana,Square,1993,Available,14,Action/Adventure,995
V1198,Sonic Colors,Sega,2010,Available,6,Action/Adventure,996
V1199,NFL GameDay 2000,989 Studios,1999,Available,15,Action/Adventure,997
V1200,Kirby's Return to Dreamland,Nintendo,2011,Available,3,Action/Adventure,998
V1201,New Play Control! Mario Power Tennis,Nintendo,2009,Available,9,Platformer/Racing,999
V1202,Samurai Warriors,KOEI,2004,Available,10,Action/Adventure,1000
V1203,The Lion King,Virgin Interactive,1994,Available,3,Action/Adventure,1001
V1204,LEGO Star Wars III: The Clone Wars,LucasArts,2011,Available,11,Action/Adventure,1002
V1205,The Crew,Ubisoft,2014,Available,12,Action/Adventure,1003
V1206,Midnight Club II,Rockstar Games,2003,Available,13,Action/Adventure,1004
V1207,SpongeBob SquarePants: SuperSponge,THQ,2001,Available,8,Action/Adventure,1005
V1208,Wii Party U,Nintendo,2013,Available,7,Action/Adventure,1006
V1209,The Getaway: Black Monday,Sony Computer Entertainment,2005,Available,14,Action/Adventure,1007
V1211,Mad Max (2013),Warner Bros. Interactive Entertainment,2015,Available,3,Action/Adventure,1008
V1212,50 Cent: Bulletproof,Vivendi Games,2005,Available,9,Action/Adventure,1009
V1213,Dynasty Warriors 3,KOEI,2001,Available,2,Action/Adventure,1010
V1214,Kirby 64: The Crystal Shards,Nintendo,2000,Available,8,Action/Adventure,1011
V1216,Dragon's Dogma,Capcom,2012,Available,7,Action/Adventure,1012
V1218,Ori and the Blind Forest: Definitive Edition,Nordic Games,2016,Available,13,Action/Adventure,1013
V1219,WWF Attitude,Acclaim Entertainment,1999,Available,3,Action/Adventure,1014
V1220,The SpongeBob SquarePants Movie,THQ,2004,Available,13,Action/Adventure,1015
V1221,Kid Icarus,Nintendo,1987,Available,7,Action/Adventure,1016
V1222,Sonic the Hedgehog 3,Sega,1994,Available,1,Action/Adventure,1017
V1223,The Legend of Zelda: The Minish Cap,Nintendo,2005,Available,13,Adventure,1018
V1224,Def Jam: Fight for NY,Electronic Arts,2004,Available,13,Action/Adventure,1019
V1226,State of Emergency,Rockstar Games,2002,Available,10,Action/Adventure,1020
V1227,2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,THQ,2007,Available,13,Adventure,1021
V1228,Kinect Star Wars,Microsoft Studios,2012,Available,8,Action/Adventure,1022
V1229,The Urbz: Sims in the City,Electronic Arts,2004,Available,10,Simulation,1023
V1230,Star Wars: Starfighter,LucasArts,2001,Available,11,Action/Adventure,1024
V1231,Madden NFL 2000,EA Sports,1999,Available,6,Sports,1025
V1234,Pro Evolution Soccer,Konami,2001,Available,3,Action/Adventure,1026
V1237,Kirby's Adventure,Nintendo,1993,Available,7,Adventure,1027
V1239,For Honor,Ubisoft,2017,Available,15,Action/Adventure,1028
V1241,Crackdown,Microsoft Game Studios,2007,Available,4,Action/Adventure,1029
V1242,Dance Dance Revolution X,Konami,2008,Available,10,Action/Adventure,1030
V1243,2 Games in 1: Disney Princess & The Lion King,THQ,2004,Available,5,Action/Adventure,1031
V1245,Star Wars Episode I: The Phantom Menace,LucasArts,1999,Available,10,Action/Adventure,1032
V1249,Madden NFL 99,EA Sports,1998,Available,12,Sports,1033
V1250,Cuphead,Studio MDHR,2017,Available,13,Action/Adventure,1034
V1251,Shadow of the Tomb Raider,Square Enix,2018,Available,11,Adventure,1035
V1252,SSX Tricky,EA Sports BIG,2001,Available,14,Action/Adventure,1036
V1253,Twisted Metal III,989 Studios,1998,Available,8,Action/Adventure,1037
V1255,Mario & Luigi: Partners in Time,Nintendo,2005,Available,8,Platformer/Racing,1038
V1256,Xenoblade Chronicles 2,Nintendo,2017,Available,9,Action/Adventure,1039
