VideoGameID,Title,Publisher,Year,Availability,Inventory,Genre
V0847,WarioWare: Smooth Moves,Nintendo,2007,Available,2,Action/Adventure
V0849,Lego Marvel Super Heroes,Warner Bros. Interactive Entertainment,2013,Available,2,Action/Adventure
V0850,WWE SmackDown vs Raw 2008,THQ,2007,Available,2,Action/Adventure
V0851,Dragon Age: Inquisition,Electronic Arts,2014,Available,1,Action/Adventure
V0852,Kinect Sports: Season Two,Microsoft Studios,2011,Available,7,Sports
V0853,Madden NFL 25,EA Sports,2013,Available,2,Sports
V0854,Art Academy,Nintendo,2010,Available,14,Action/Adventure
V0855,My Fitness Coach,Ubisoft,2008,Available,7,Action/Adventure
V0857,Mario Super Sluggers,Nintendo,2008,Available,6,Platformer/Racing
V0858,Mario Tennis,Nintendo,2000,Available,9,Platformer/Racing
V0859,Yokai Watch Blasters: Red Cat Corps / White Dog Squad,Nintendo,2018,Available,14,Action/Adventure
V0860,Grand Theft Auto,Take-Two Interactive,1998,Available,15,Action/Adventure
V0861,James Bond 007: Everything or Nothing,Electronic Arts,2004,Available,1,Action/Adventure
V0862,Mafia II,2K Games,2010,Available,8,Action/Adventure
V0863,Need for Speed: High Stakes,Electronic Arts,1999,Available,3,Racing
V0864,Mario Paint,Nintendo,1992,Available,2,Platformer/Racing
V0867,Cool Boarders 3,989 Studios,1998,Available,2,Action/Adventure
V0869,"Papers, Please",3909 LLC,2013,Available,9,Action/Adventure
V0870,Chrono Trigger,Square,1995,Available,9,Action/Adventure
V0872,Resident Evil 4,Capcom,2005,Available,14,Action/Adventure
V0873,Tabletop Simulator,Berserk Games,2015,Available,11,Simulation
V0878,Pro Evolution Soccer 2010,Konami,2009,Available,12,Action/Adventure
V0879,Fire Emblem: Awakening,Nintendo,2013,Available,1,Action/Adventure
V0880,Mario Bros.,Nintendo,1986,Available,4,Platformer/Racing
V0881,Darksiders: Warmastered Edition,THQ Nordic,2016,Available,3,Action/Adventure
V0883,Star Wars Battlefront II (US sales),LucasArts,2005,Available,7,Action/Adventure
V0884,Golf With Your Friends,Team 17,2016,Available,3,Action/Adventure
V0885,Animal Crossing,Nintendo,2002,Available,1,Simulation
V0886,Classic NES Series: Super Mario Bros.,Nintendo,2004,Available,12,Platformer/Racing
V0887,Kirby Squeak Squad,Nintendo,2006,Available,14,Action/Adventure
V0890,No Man's Sky,Hello Games,2016,Available,4,Action/Adventure
V0891,Cool Boarders 2,Sony Computer Entertainment,1997,Available,12,Action/Adventure
V0892,Battlefield 2,Electronic Arts,2005,Available,5,Shooter
V0893,Donkey Kong Country: Tropical Freeze,Nintendo,2018,Available,8,Action/Adventure
V0894,Dynasty Warriors 4,KOEI,2003,Available,12,Action/Adventure
V0896,Just Dance Kids,Ubisoft,2010,Available,3,Action/Adventure
V0897,Madden NFL 15,EA Sports,2014,Available,6,Sports
V0900,Sonic Advance,Sega,2002,Available,7,Action/Adventure
V0901,Super Mario All-Stars: Limited Edition,Nintendo,2010,Available,7,Platformer/Racing
V0902,Spyro: Season of Ice,Vivendi Games,2001,Available,14,Action/Adventure
V0903,Air Combat,Namco,1995,Available,15,Action/Adventure
V0904,Mario Party 10,Nintendo,2015,Available,13,Platformer/Racing
V0905,Teenage Mutant Ninja Turtles II: The Arcade Game,Ultra Games,1990,Available,12,Action/Adventure
V0906,Dance Dance Revolution X2,Konami,2009,Available,4,Action/Adventure
V0907,Battlefield V,Electronic Arts,2018,Available,15,Shooter
V0908,Prince of Persia: The Sands of Time,Ubisoft,2003,Available,8,Action/Adventure
V0911,The Legend of Zelda: Link's Awakening DX,Nintendo,1998,Available,14,Adventure
V0913,Darkest Dungeon,Red Hook Studios,2016,Available,6,Action/Adventure
V0914,Madden NFL 19,EA Sports,2018,Available,6,Sports
V0915,ARMS,Nintendo,2017,Available,4,Action/Adventure
V0920,Rock Band 2,MTV Games,2008,Available,3,Action/Adventure
V0921,Baldur's Gate,Interplay,1998,Available,10,Action/Adventure
V0922,NieR: Automata,Square Enix,2017,Available,2,Action/Adventure
V0923,R.B.I. Baseball,Tengen,1988,Available,3,Action/Adventure
V0924,Wario Land 3,Nintendo,2000,Available,8,Action/Adventure
V0925,Wario Land 4,Nintendo,2001,Available,8,Action/Adventure
V0926,BioShock 2,2K Games,2010,Available,5,Action/Adventure
V0927,High School Musical: Makin' the Cut!,Disney Interactive Studios,2007,Available,2,Action/Adventure
V0929,Skylanders SWAP Force,Activision,2013,Available,7,Action/Adventure
V0931,Star Wars: Knights of the Old Republic,LucasArts,2003,Available,12,Action/Adventure
V0933,Kirby's Pinball Land,Nintendo,1993,Available,9,Sports
V0934,Yokai Watch 3: Sushi / Tempura / Sukiyaki,Level 5,2016,Available,3,Action/Adventure
V0935,Pro Evolution Soccer 2012,Konami,2011,Available,6,Action/Adventure
V0936,Need for Speed: Payback,Electronic Arts,2017,Available,8,Racing
V0937,Yu-Gi-Oh: Duel Monsters 4,Konami,2000,Available,2,Action/Adventure
V0938,ATV Offroad Fury 2,Sony Computer Entertainment,2002,Available,5,Action/Adventure
V0939,Destiny: The Taken King,Activision,2015,Available,7,Action/Adventure
V0940,Spyro Reignited Trilogy,Activision,2018,Available,3,Action/Adventure
V0941,Mario Party 5,Nintendo,2003,Available,1,Platformer/Racing
V0942,Star Wars: Rogue Squadron,LucasArts,1998,Available,10,Action/Adventure
V0943,Tennis,Nintendo,1985,Available,2,Action/Adventure
V0944,Scribblenauts,Warner Bros. Interactive,2009,Available,12,Action/Adventure
V0945,PlayerUnknown's Battlegrounds,Microsoft Studios,2017,Available,13,Action/Adventure
V0946,Need for Speed Rivals,Electronic Arts,2013,Available,9,Racing
V0947,PlayStation VR Worlds,Sony Interactive Entertainment,2016,Available,1,Action/Adventure
V0948,Devil May Cry,Capcom,2001,Available,10,Action/Adventure
V0949,Dragon Ball: Xenoverse,Namco Bandai Games,2015,Available,1,Action/Adventure
V0950,The Sims: House Party,Maxis,2001,Available,15,Simulation
V0951,Your Shape featuring Jenny McCarthy,Ubisoft,2009,Available,8,Action/Adventure
V0952,Syphon Filter 2,989 Studios,2000,Available,12,Action/Adventure
V0953,Battlefield: Hardline,Electronic Arts,2015,Available,3,Shooter
V0954,How to Survive 2,Unknown,2016,Available,14,Action/Adventure
V0955,Inazuma Eleven 3: Lightning Bolt / Bomb Blast / Team Ogre Attacks!,Level 5,2010,Available,13,Action/Adventure
V0956,Mario & Luigi: Superstar Saga,Nintendo,2003,Available,10,Platformer/Racing
V0957,Volleyball,Nintendo,1987,Available,15,Action/Adventure
V0958,Banished,Falcom,2014,Available,14,Action/Adventure
V0959,Mahjong,Nintendo,1983,Available,12,Action/Adventure
V0961,R.C. Pro-Am,Nintendo,1988,Available,1,Action/Adventure
V0962,SimCity 2000,Maxis,1993,Available,6,Simulation
V0963,Super Mario RPG: Legend of the Seven Stars,Nintendo,1996,Available,5,Platformer/Racing
V0964,Call of Duty: Roads to Victory,Activision,2007,Available,10,Shooter
V0965,Demon Attack,Imagic,1982,Available,3,Action/Adventure
V0966,Dance Dance Revolution Extreme,Konami,2004,Available,6,Action/Adventure
V0970,Project Gotham Racing,Microsoft,2001,Available,15,Racing
V0972,NBA 2K11,2K Sports,2010,Available,5,Sports
V0975,Need for Speed: Hot Pursuit 2,Electronic Arts,2002,Available,10,Racing
V0976,Project Gotham Racing (JP weekly sales),Microsoft,2002,Available,3,Racing
V0977,Scooby-Doo! Night of 100 Frights,THQ,2002,Available,2,Action/Adventure
V0978,Killzone: Shadow Fall,Sony Computer Entertainment,2013,Available,9,Action/Adventure
V0979,Kirby: Nightmare in Dream Land,Nintendo,2002,Available,6,Action/Adventure
V0980,Onimusha 2: Samurai's Destiny,Capcom,2002,Available,11,Action/Adventure
V0982,Need for Speed: Most Wanted 5-1-0,Electronic Arts,2005,Available,10,Racing
V0983,Derby Stallion,ASCII Entertainment,1997,Available,2,Action/Adventure
V0984,Just Dance 2015,Ubisoft,2014,Available,5,Action/Adventure
V0988,Total War: WARHAMMER,Sega,2016,Available,11,Action/Adventure
V0989,Tetris Worlds,THQ,2002,Available,10,Puzzle
V0990,Sim Theme Park,Electronic Arts,1999,Available,8,Simulation
V0993,Mario Party 7,Nintendo,2005,Available,4,Platformer/Racing
V0994,Wipeout: The Game,Activision,2010,Available,11,Action/Adventure
V0995,Metal Gear Solid: Peace Walker,Konami,2010,Available,1,Action/Adventure
V0996,Spec Ops: Airborne Commando,Gotham Games,2002,Available,7,Action/Adventure
V0997,Dance Dance Revolution: Hottest Party,Konami,2007,Available,10,Action/Adventure
V0998,The Sims 2: Pets,Electronic Arts,2006,Available,4,Simulation
V1000,UFC 2009 Undisputed,THQ,2009,Available,7,Action/Adventure
V1001,Yu-Gi-Oh! The Eternal Duelist Soul,Konami,2002,Available,9,Action/Adventure
V1002,LittleBigPlanet 3,Sony Computer Entertainment,2014,Available,12,Action/Adventure
V1003,Professor Layton and the Last Specter,Nintendo,2011,Available,7,Action/Adventure
V1005,Call of Duty 2,Activision,2005,Available,9,Shooter
V1007,Toy Story 3: The Video Game,Disney Interactive Studios,2010,Available,11,Action/Adventure
V1008,R4: Ridge Racer Type 4,Namco,1999,Available,10,Action/Adventure
V1009,Tom Clancy's Splinter Cell: Conviction,Ubisoft,2010,Available,10,Action/Adventure
V1010,Need for Speed: Undercover,Electronic Arts,2008,Available,11,Racing
V1012,The Elder Scrolls Online: Tamriel Unlimited,Bethesda Softworks,2015,Available,15,RPG
V1013,Mortal Kombat vs DC Universe,Midway Games,2008,Available,2,Fighting
V1014,NBA Jam,Arena Entertainment,1993,Available,12,Sports
V1015,Famista '89 - Kaimaku Han!!,Namco,1989,Available,3,Action/Adventure
V1016,Dark Souls,Namco Bandai,2011,Available,10,Action/Adventure
V1017,Middle-Earth: Shadow of War,Warner Bros. Interactive Entertainment,2017,Available,6,Action/Adventure
V1018,SOCOM: U.S. Navy SEALs: Combined Assault,Sony Computer Entertainment,2006,Available,13,Action/Adventure
V1022,Peter Jackson's King Kong: The Official Game of the Movie,Ubisoft,2005,Available,12,Action/Adventure
V1023,Dead or Alive 3,Tecmo,2001,Available,15,Action/Adventure
V1024,PGR4 - Project Gotham Racing 4,Microsoft Game Studios,2007,Available,12,Racing
V1025,Dance Central 2,Microsoft,2011,Available,9,Action/Adventure
V1026,Dragon Quest XI: Echoes of an Elusive Age,Square Enix,2018,Available,11,Action/Adventure
V1029,1080?ø: TenEighty Snowboarding,Nintendo,1998,Available,1,Action/Adventure
V1030,Mario Hoops 3 on 3,Nintendo,2006,Available,9,Platformer/Racing
V1031,Serious Sam 3: BFE,Devolver Digital,2011,Available,11,Action/Adventure
V1032,Rayman Raving Rabbids: TV Party,Ubisoft,2008,Available,5,Action/Adventure
V1033,NBA Live 2004,EA Sports,2003,Available,3,Sports
V1035,Onimusha: Warlords,Capcom,2001,Available,2,Action/Adventure
V1037,Rocket League,505 Games,2016,Available,3,Action/Adventure
V1040,Need for Speed: The Run,Electronic Arts,2011,Available,2,Racing
V1042,Dragon Ball FighterZ,Namco Bandai Games,2018,Available,12,Action/Adventure
V1043,Stick Fight: The Game,Unknown,2017,Available,1,Action/Adventure
V1044,Plague Inc: Evolved,Ndemic Creations,2016,Available,10,Action/Adventure
V1045,Dead Space,Electronic Arts,2008,Available,2,Action/Adventure
V1046,Baldur's Gate II: Shadows of Amn,Interplay,2000,Available,1,Action/Adventure
V1047,Bloodborne,Sony Computer Entertainment,2015,Available,3,Action/Adventure
V1048,Deca Sports,Hudson Soft,2008,Available,3,Sports
V1049,Diablo II: Lord of Destruction,Blizzard Entertainment,2001,Available,15,Action/Adventure
V1050,Dragon Ball Z: Budokai Tenkaichi,Atari,2005,Available,2,Action/Adventure
V1051,Dragon Quest Monsters: Joker 2,Nintendo,2011,Available,3,Action/Adventure
V1052,Dragon Warrior,Nintendo,1989,Available,6,Action/Adventure
V1053,Driveclub,Sony Computer Entertainment,2014,Available,15,Action/Adventure
V1054,inFAMOUS,Sony Computer Entertainment,2009,Available,1,Action/Adventure
V1055,Nioh,Sony Interactive Entertainment,2017,Available,8,Action/Adventure
V1056,Planet Coaster,Frontier Developments,2016,Available,3,Action/Adventure
V1058,Saints Row,THQ,2006,Available,11,Action/Adventure
V1059,SimCity (2013),Electronic Arts,2013,Available,15,Simulation
V1060,Star Wars: The Old Republic,Electronic Arts,2011,Available,11,Action/Adventure
V1061,Super Street Fighter II,Capcom,1994,Available,13,Fighting
V1062,Surgeon Simulator,Bossa Studios,2013,Available,3,Simulation
V1063,Trials HD,Microsoft,2009,Available,9,Action/Adventure
V1064,Yoshi's New Island,Nintendo,2014,Available,7,Action/Adventure
V1065,Your Shape: Fitness Evolved,Ubisoft,2010,Available,10,Action/Adventure
V1066,TouchMaster,Midway Games,2007,Available,13,Action/Adventure
V1068,Tenchu: Stealth Assassins,Activision,1998,Available,5,Action/Adventure
V1069,LEGO City Undercover: The Chase Begins,Nintendo,2013,Available,12,Action/Adventure
V1072,Just Cause 3,Square Enix,2015,Available,12,Action/Adventure
V1074,Mario Sports Mix,Nintendo,2011,Available,2,Platformer/Racing
V1075,SimCity,Nintendo,1991,Available,12,Simulation
V1077,Spyro: Enter the Dragonfly,VU Games,2002,Available,8,Action/Adventure
V1079,Stellaris,Paradox Interactive,2016,Available,6,Action/Adventure
V1080,E.T.: The Extra Terrestrial,Atari,1982,Available,13,Action/Adventure
V1081,Dishonored 2,Bethesda Softworks,2016,Available,1,Action/Adventure
V1082,Hot Shots Golf: Open Tee,Sony Computer Entertainment,2005,Available,1,Action/Adventure
V1083,Inazuma Eleven 2: Blizzard / Firestorm,Level 5,2009,Available,14,Action/Adventure
V1084,Naruto Shippuden: Ultimate Ninja Storm 4,Namco Bandai Games,2016,Available,7,Action/Adventure
V1085,Rad Racer,Nintendo,1987,Available,3,Action/Adventure
V1086,Soccer,Nintendo,1987,Available,3,Action/Adventure
V1088,Tom Clancy's Rainbow Six: Vegas,Ubisoft,2006,Available,2,Action/Adventure
V1089,Crash Nitro Kart,VU Games,2003,Available,8,Platformer/Racing
V1091,Pokemon Battle Revolution,Nintendo,2007,Available,15,RPG
V1092,Star Wars: Dark Forces,LucasArts,1995,Available,12,Action/Adventure
V1094,Burnout Paradise,Electronic Arts,2008,Available,1,Action/Adventure
V1095,NBA Street Vol. 2,EA Sports BIG,2003,Available,13,Sports
V1096,Forza Horizon,Microsoft Studios,2012,Available,1,Racing
V1098,Def Jam Vendetta,EA Sports BIG,2003,Available,5,Action/Adventure
V1099,Who Wants to be a Millionaire,Disney Interactive Studios,1999,Available,5,Action/Adventure
V1100,Alleyway,Nintendo,1989,Available,5,Action/Adventure
V1101,Scooby Doo and the Cyber Chase,THQ,2001,Available,3,Action/Adventure
V1104,Jet Moto 2,Sony Computer Entertainment,1997,Available,3,Action/Adventure
V1105,Tom Clancy's Ghost Recon,Ubisoft,2002,Available,5,Action/Adventure
V1106,X-Men Legends,Activision,2004,Available,5,Action/Adventure
V1107,Mortal Kombat II,Acclaim Entertainment,1994,Available,8,Fighting
V1108,Virtua Fighter 2,Sega,1996,Available,9,Action/Adventure
V1109,The Legend of Zelda: Oracle of Ages,Nintendo,2001,Available,7,Adventure
V1111,Red Faction,THQ,2001,Available,10,Action/Adventure
V1112,The Sims: Makin' Magic,Electronic Arts,2003,Available,13,Simulation
V1113,MX Unleashed,THQ,2004,Available,12,Action/Adventure
V1114,PaRappa The Rapper,Sony Computer Entertainment,1997,Available,12,Action/Adventure
V1117,Postal 2,Whiptail Interactive,2003,Available,10,Action/Adventure
V1119,Mario Party 3,Nintendo,2001,Available,2,Platformer/Racing
V1120,Paper Mario: The Thousand-Year Door,Nintendo,2004,Available,10,Platformer/Racing
V1122,Star Wars Rogue Leader: Rogue Squadron II,LucasArts,2001,Available,13,Action/Adventure
V1124,Dissidia: Final Fantasy,Square Enix,2009,Available,2,RPG
V1125,Dragon Quest Monsters: Joker,Square Enix,2007,Available,8,Action/Adventure
V1126,Monster Hunter Tri,Capcom,2010,Available,1,Action/Adventure
V1127,Parasite Eve,Square EA,1998,Available,15,Action/Adventure
V1129,Until Dawn,Sony Computer Entertainment,2015,Available,6,Action/Adventure
V1132,Ratchet & Clank Future: A Crack in Time,Sony Computer Entertainment,2009,Available,10,Action/Adventure
V1134,Toy Story Mania!,Disney Interactive Studios,2009,Available,15,Action/Adventure
V1135,Game Party 2,Midway Games,2008,Available,9,Action/Adventure
V1136,Tetris DX,Nintendo,1998,Available,4,Puzzle
V1137,Yu-Gi-Oh! Forbidden Memories,Konami,2002,Available,15,Action/Adventure
V1138,Mortal Kombat: Deception,Midway Games,2004,Available,13,Fighting
V1139,Hot Shots Golf 2,Sony Computer Entertainment,2000,Available,2,Action/Adventure
V1140,Medal of Honor: European Assault (All Region sales),Electronic Arts,2005,Available,15,Action/Adventure
V1141,WCW Nitro,THQ,1998,Available,7,Action/Adventure
V1142,The Long Dark,Hinterland Studio Inc.,2017,Available,6,Action/Adventure
V1143,High School Musical: Sing It!,Disney Interactive Studios,2007,Available,7,Action/Adventure
V1144,FIFA 2000,EA Sports,1999,Available,12,Sports
V1145,inFAMOUS 2,Sony Computer Entertainment,2011,Available,15,Action/Adventure
V1147,The Legend of Zelda: Oracle of Seasons,Nintendo,2001,Available,1,Adventure
V1148,Broforce,Devolver Digital,2014,Available,13,Action/Adventure
V1150,Shrek 2,Activision,2004,Available,14,Action/Adventure
V1151,Sonic Classic Collection,Sega,2010,Available,8,Action/Adventure
V1152,The Legend of Dragoon,Sony Computer Entertainment,2000,Available,1,Action/Adventure
V1153,Turok 2: Seeds of Evil,Acclaim Entertainment,1998,Available,6,Action/Adventure
V1154,The Evil Within,Bethesda Softworks,2014,Available,6,Action/Adventure
V1155,SingStar,Sony Computer Entertainment,2004,Available,2,Action/Adventure
V1156,Max Payne 3,Rockstar Games,2012,Available,1,Action/Adventure
V1157,NBA Live 2002,EA Sports,2001,Available,15,Sports
V1158,Jak 3,Sony Computer Entertainment,2004,Available,4,Action/Adventure
V1160,Kirby's Epic Yarn,Nintendo,2010,Available,14,Action/Adventure
V1161,Pinball,Nintendo,1985,Available,9,Sports
V1162,Phineas and Ferb,Disney Interactive Studios,2009,Available,3,Action/Adventure
V1163,Gran Turismo Concept 2001 Tokyo,Unknown,2002,Available,9,Action/Adventure
V1164,Forza Horizon 4,Microsoft Studios,2018,Available,4,Racing
V1165,NCAA Football 06,EA Sports,2005,Available,7,Action/Adventure
V1166,Rayman Raving Rabbids 2,Ubisoft,2007,Available,10,Action/Adventure
V1168,2 Games in 1: Sonic Advance & ChuChu Rocket!,THQ,2005,Available,4,Action/Adventure
V1169,Jet Moto,Sony Computer Entertainment,1996,Available,3,Action/Adventure
V1170,"Hey You, Pikachu!",Nintendo,2000,Available,13,Action/Adventure
V1171,Sonic Mega Collection Plus,Sega,2004,Available,12,Action/Adventure
V1173,Risk of Rain,"Infocom, Inc.",2013,Available,3,Action/Adventure
V1174,Dragon Quest XI,Square Enix,2017,Available,6,Action/Adventure
V1176,Sonic & Knuckles,Sega,1994,Available,12,Action/Adventure
V1177,Star Fox Adventures,Nintendo,2002,Available,10,Adventure
V1178,Wolfenstein: The New Order,Bethesda Softworks,2014,Available,8,Action/Adventure
V1181,The Sims: Hot Date,Electronic Arts,2001,Available,2,Simulation
V1182,The Orange Box,Electronic Arts,2007,Available,2,Action/Adventure
V1183,DDRMAX2: Dance Dance Revolution,Konami,2003,Available,12,Action/Adventure
V1186,Sly 2: Band of Thieves,Sony Computer Entertainment,2004,Available,3,Action/Adventure
V1187,Alan Wake,Remedy Entertainment,2012,Available,7,Action/Adventure
V1189,Ace Combat 5: The Unsung War,Namco,2004,Available,1,Action/Adventure
V1191,Sonic Advance 2,Sega,2003,Available,10,Action/Adventure
V1192,Dead Rising,Capcom,2006,Available,6,Action/Adventure
V1194,Kingdom Hearts HD I.5 + II.5 ReMIX,Square Enix,2017,Available,7,Action/Adventure
V1195,Monster Hunter Double Cross,Capcom,2017,Available,2,Action/Adventure
V1196,Namco Museum DS,Namco Bandai,2007,Available,15,Action/Adventure
V1197,Secret of Mana,Square,1993,Available,14,Action/Adventure
V1198,Sonic Colors,Sega,2010,Available,6,Action/Adventure
V1199,NFL GameDay 2000,989 Studios,1999,Available,15,Action/Adventure
V1200,Kirby's Return to Dreamland,Nintendo,2011,Available,3,Action/Adventure
V1201,New Play Control! Mario Power Tennis,Nintendo,2009,Available,9,Platformer/Racing
V1202,Samurai Warriors,KOEI,2004,Available,10,Action/Adventure
V1203,The Lion King,Virgin Interactive,1994,Available,3,Action/Adventure
V1204,LEGO Star Wars III: The Clone Wars,LucasArts,2011,Available,11,Action/Adventure
V1205,The Crew,Ubisoft,2014,Available,12,Action/Adventure
V1206,Midnight Club II,Rockstar Games,2003,Available,13,Action/Adventure
V1207,SpongeBob SquarePants: SuperSponge,THQ,2001,Available,8,Action/Adventure
V1208,Wii Party U,Nintendo,2013,Available,7,Action/Adventure
V1209,The Getaway: Black Monday,Sony Computer Entertainment,2005,Available,14,Action/Adventure
V1211,Mad Max (2013),Warner Bros. Interactive Entertainment,2015,Available,3,Action/Adventure
V1212,50 Cent: Bulletproof,Vivendi Games,2005,Available,9,Action/Adventure
V1213,Dynasty Warriors 3,KOEI,2001,Available,2,Action/Adventure
V1214,Kirby 64: The Crystal Shards,Nintendo,2000,Available,8,Action/Adventure
V1216,Dragon's Dogma,Capcom,2012,Available,7,Action/Adventure
V1218,Ori and the Blind Forest: Definitive Edition,Nordic Games,2016,Available,13,Action/Adventure
V1219,WWF Attitude,Acclaim Entertainment,1999,Available,3,Action/Adventure
V1220,The SpongeBob SquarePants Movie,THQ,2004,Available,13,Action/Adventure
V1221,Kid Icarus,Nintendo,1987,Available,7,Action/Adventure
V1222,Sonic the Hedgehog 3,Sega,1994,Available,1,Action/Adventure
V1223,The Legend of Zelda: The Minish Cap,Nintendo,2005,Available,13,Adventure
V1224,Def Jam: Fight for NY,Electronic Arts,2004,Available,13,Action/Adventure
V1226,State of Emergency,Rockstar Games,2002,Available,10,Action/Adventure
V1227,2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,THQ,2007,Available,13,Adventure
V1228,Kinect Star Wars,Microsoft Studios,2012,Available,8,Action/Adventure
V1229,The Urbz: Sims in the City,Electronic Arts,2004,Available,10,Simulation
V1230,Star Wars: Starfighter,LucasArts,2001,Available,11,Action/Adventure
V1231,Madden NFL 2000,EA Sports,1999,Available,6,Sports
V1234,Pro Evolution Soccer,Konami,2001,Available,3,Action/Adventure
V1237,Kirby's Adventure,Nintendo,1993,Available,7,Adventure
V1239,For Honor,Ubisoft,2017,Available,15,Action/Adventure
V1241,Crackdown,Microsoft Game Studios,2007,Available,4,Action/Adventure
V1242,Dance Dance Revolution X,Konami,2008,Available,10,Action/Adventure
V1243,2 Games in 1: Disney Princess & The Lion King,THQ,2004,Available,5,Action/Adventure
V1245,Star Wars Episode I: The Phantom Menace,LucasArts,1999,Available,10,Action/Adventure
V1249,Madden NFL 99,EA Sports,1998,Available,12,Sports
V1250,Cuphead,Studio MDHR,2017,Available,13,Action/Adventure
V1251,Shadow of the Tomb Raider,Square Enix,2018,Available,11,Adventure
V1252,SSX Tricky,EA Sports BIG,2001,Available,14,Action/Adventure
V1253,Twisted Metal III,989 Studios,1998,Available,8,Action/Adventure
V1255,Mario & Luigi: Partners in Time,Nintendo,2005,Available,8,Platformer/Racing
V1256,Xenoblade Chronicles 2,Nintendo,2017,Available,9,Action/Adventure
V1257,Crash Bandicoot: The Huge Adventure,Vivendi Games,2002,Available,15,Adventure
V1259,Dishonored,Bethesda Softworks,2013,Available,15,Action/Adventure
V1260,Call of Duty: World at War Final Fronts,Activision,2008,Available,4,Shooter
V1261,Cruis'n USA,Nintendo,1996,Available,6,Action/Adventure
V1262,Metroid II: Return of Samus,Nintendo,1991,Available,9,Action/Adventure
V1263,Hot Shots Golf Fore!,Sony Computer Entertainment,2004,Available,13,Action/Adventure
V1264,Titanfall 2,Electronic Arts,2016,Available,10,Action/Adventure
V1265,Game Party 3,Warner Bros. Interactive,2009,Available,9,Action/Adventure
V1267,Deal or No Deal,"Destination Software, Inc",2007,Available,5,Action/Adventure
V1268,Injustice 2,Warner Bros. Interactive Entertainment,2017,Available,11,Action/Adventure
V1269,The Beatles: Rock Band,MTV Games,2009,Available,5,Action/Adventure
V1270,Toy Story 2: Buzz Lightyear to the Rescue!,Activision,1999,Available,10,Action/Adventure
V1271,Imagine: Teacher,Ubisoft,2008,Available,6,Action/Adventure
V1275,Call of Duty Black Ops: Declassified,Activision,2012,Available,15,Shooter
V1277,Factorio,Unknown,2016,Available,5,Action/Adventure
V1279,Beyond: Two Souls,Sony Computer Entertainment,2013,Available,11,Action/Adventure
V1281,Chrono Cross,Square EA,2000,Available,15,Action/Adventure
V1282,Devil May Cry 2,Capcom,2003,Available,3,Action/Adventure
V1283,Dragon Quest V: Hand of the Heavenly Bride,Square Enix,2009,Available,4,Action/Adventure
V1284,Dragon Quest VI: Realms of Revelation,Nintendo,2011,Available,6,Action/Adventure
V1285,Dynasty Warriors 5,KOEI,2005,Available,12,Action/Adventure
V1286,Final Fantasy II,Square,1991,Available,1,RPG
V1287,Final Fantasy Tactics Advance,Nintendo,2003,Available,1,RPG
V1288,Kingdom Hearts 358/2 Days,Square Enix,2009,Available,7,Action/Adventure
V1289,Kingdom Hearts: Birth by Sleep,Square Enix,2010,Available,6,Action/Adventure
V1290,Super Princess Peach,Nintendo,2006,Available,14,Action/Adventure
V1291,Super Puyo Puyo,Banpresto,1993,Available,6,Action/Adventure
V1293,NCAA Football 07,Electronic Arts,2006,Available,11,Action/Adventure
V1294,Game Dev Tycoon,Greenheart Games,2013,Available,8,Action/Adventure
V1295,Ben 10: Protector of Earth,D3 Publisher,2007,Available,4,Action/Adventure
V1296,Sid Meier's Civilization V,2K Games,2010,Available,11,Strategy
V1297,Cabela's Big Game Hunter 2010,Activision,2009,Available,1,Action/Adventure
V1298,SOCOM 3: U.S. Navy SEALs,Sony Computer Entertainment,2005,Available,1,Action/Adventure
V1299,Saints Row IV,Deep Silver,2013,Available,5,Action/Adventure
V1300,Jampack Winter '99,Sony Computer Entertainment,1999,Available,10,Action/Adventure
V1301,Cooking Mama 3: Shop & Chop,505 Games,2009,Available,3,Action/Adventure
V1302,Tomodachi Collection: New Life,Nintendo,2013,Available,6,Action/Adventure
V1304,WCW vs. nWo: World Tour,THQ,1997,Available,2,Action/Adventure
V1305,WCW/NWO Thunder,THQ,1998,Available,10,Action/Adventure
V1306,Divinity: Original Sin 2,Larian Studios,2016,Available,10,Action/Adventure
V1308,Dragon Ball Z: The Legacy of Goku,Infogrames,2002,Available,7,Action/Adventure
V1309,The Sims 3: Late Night Expansion Pack,Electronic Arts,2010,Available,3,Simulation
V1310,LEGO Batman 2: DC Super Heroes,Warner Bros. Interactive Entertainment,2012,Available,2,Action/Adventure
V1313,World Championship Poker: Featuring Howard Lederer - All In,Crave Entertainment,2006,Available,3,Action/Adventure
V1314,NFL GameDay 98,Sony Computer Entertainment,1997,Available,15,Action/Adventure
V1315,Star Wars Battlefront: Renegade Squadron,LucasArts,2007,Available,11,Action/Adventure
V1316,Time Crisis,Namco,1997,Available,11,Action/Adventure
V1317,Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,Nintendo,2006,Available,10,Action/Adventure
V1318,Virtua Fighter 4,Sega,2002,Available,3,Action/Adventure
V1319,Planetary Annihilation,Nordic Games,2014,Available,11,Action/Adventure
V1320,We Ski,Namco Bandai,2008,Available,8,Action/Adventure
V1321,The Sims: Superstar,Electronic Arts,2003,Available,10,Simulation
V1322,SSX 3,EA Sports BIG,2003,Available,14,Action/Adventure
